2018-05-13 16:05:47.715600,EventFoo,BallroomA,Negative
2018-05-13 16:05:50.716855,EventFoo,BallroomA,Neutral
2018-05-13 16:06:03.328439,EventFoo,BallroomA,Positive
2018-05-13 16:06:30.882412,EventFoo,BallroomA,Neutral
2018-05-13 16:06:33.884187,EventFoo,BallroomA,Neutral
2018-05-13 16:06:36.884187,EventFoo,BallroomA,Positive
2018-05-13 16:06:39.889942,EventFoo,BallroomA,Negative
2018-05-13 16:06:42.889942,EventFoo,BallroomA,Negative
2018-05-13 16:06:45.889942,EventFoo,BallroomA,Neutral
2018-05-13 16:06:48.890306,EventFoo,BallroomA,Negative
2018-05-13 16:06:51.890309,EventFoo,BallroomA,Positive
2018-05-13 16:06:54.890485,EventFoo,BallroomA,Positive
2018-05-13 16:06:57.890488,EventFoo,BallroomA,Positive
2018-05-13 16:07:00.890493,EventFoo,BallroomA,Neutral
2018-05-13 16:07:03.890494,EventFoo,BallroomA,Negative
2018-05-13 16:07:06.890495,EventFoo,BallroomA,Negative
2018-05-13 16:07:09.890496,EventFoo,BallroomA,Neutral
2018-05-13 16:07:12.890499,EventFoo,BallroomA,Neutral
2018-05-13 16:07:15.890503,EventFoo,BallroomA,Neutral
2018-05-13 16:07:18.890506,EventFoo,BallroomA,Positive
2018-05-13 16:07:21.894454,EventFoo,BallroomA,Neutral
2018-05-13 16:07:24.894456,EventFoo,BallroomA,Negative
2018-05-13 16:07:27.894456,EventFoo,BallroomA,Positive
2018-05-13 16:07:30.894457,EventFoo,BallroomA,Positive
2018-05-13 16:07:33.894458,EventFoo,BallroomA,Neutral
2018-05-13 16:07:36.894461,EventFoo,BallroomA,Positive
2018-05-13 16:07:39.894461,EventFoo,BallroomA,Neutral
2018-05-13 16:07:42.894463,EventFoo,BallroomA,Negative
2018-05-13 16:07:45.894463,EventFoo,BallroomA,Positive
2018-05-13 16:07:48.894463,EventFoo,BallroomA,Positive
2018-05-13 16:07:51.894463,EventFoo,BallroomA,Positive
2018-05-13 16:07:54.894466,EventFoo,BallroomA,Neutral
2018-05-13 16:07:57.894469,EventFoo,BallroomA,Positive
2018-05-13 16:08:00.894471,EventFoo,BallroomA,Negative
2018-05-13 16:08:03.894509,EventFoo,BallroomA,Negative
2018-05-13 16:08:06.894512,EventFoo,BallroomA,Negative
2018-05-13 16:08:09.894512,EventFoo,BallroomA,Neutral
2018-05-13 16:08:12.894514,EventFoo,BallroomA,Neutral
2018-05-13 16:08:15.902416,EventFoo,BallroomA,Neutral
2018-05-13 16:08:18.902416,EventFoo,BallroomA,Neutral
2018-05-13 16:08:21.902419,EventFoo,BallroomA,Negative
2018-05-13 16:08:24.902419,EventFoo,BallroomA,Neutral
2018-05-13 16:08:27.902420,EventFoo,BallroomA,Neutral
2018-05-13 16:08:30.902422,EventFoo,BallroomA,Positive
2018-05-13 16:08:33.902423,EventFoo,BallroomA,Negative
2018-05-13 16:08:36.902669,EventFoo,BallroomA,Neutral
2018-05-13 16:08:39.902758,EventFoo,BallroomA,Negative
2018-05-13 16:08:42.902761,EventFoo,BallroomA,Negative
2018-05-13 16:08:45.903577,EventFoo,BallroomA,Positive
2018-05-13 16:08:48.903581,EventFoo,BallroomA,Negative
2018-05-13 16:08:51.903584,EventFoo,BallroomA,Neutral
2018-05-13 16:08:54.906551,EventFoo,BallroomA,Negative
2018-05-13 16:08:57.906552,EventFoo,BallroomA,Positive
2018-05-13 16:09:00.906552,EventFoo,BallroomA,Negative
2018-05-13 16:09:03.906554,EventFoo,BallroomA,Negative
2018-05-13 16:09:06.906556,EventFoo,BallroomA,Negative
2018-05-13 16:09:09.906558,EventFoo,BallroomA,Positive
2018-05-13 16:09:12.906562,EventFoo,BallroomA,Positive
2018-05-13 16:09:15.906565,EventFoo,BallroomA,Positive
2018-05-13 16:09:18.906565,EventFoo,BallroomA,Positive
2018-05-13 16:09:21.906568,EventFoo,BallroomA,Positive
2018-05-13 16:09:24.906854,EventFoo,BallroomA,Positive
2018-05-13 16:09:27.906855,EventFoo,BallroomA,Negative
2018-05-13 16:09:30.906857,EventFoo,BallroomA,Negative
2018-05-13 16:09:33.910585,EventFoo,BallroomA,Positive
2018-05-13 16:09:36.910588,EventFoo,BallroomA,Negative
2018-05-13 16:09:39.910591,EventFoo,BallroomA,Neutral
2018-05-13 16:09:42.910594,EventFoo,BallroomA,Positive
2018-05-13 16:09:45.911804,EventFoo,BallroomA,Neutral
2018-05-13 16:09:48.911805,EventFoo,BallroomA,Negative
2018-05-13 16:09:51.911808,EventFoo,BallroomA,Neutral
2018-05-13 16:09:54.911847,EventFoo,BallroomA,Negative
2018-05-13 16:09:57.911847,EventFoo,BallroomA,Neutral
2018-05-13 16:10:00.917105,EventFoo,BallroomA,Positive
2018-05-13 16:10:03.917105,EventFoo,BallroomA,Negative
2018-05-13 16:10:06.917400,EventFoo,BallroomA,Neutral
2018-05-13 16:10:09.917400,EventFoo,BallroomA,Negative
2018-05-13 16:10:12.917400,EventFoo,BallroomA,Positive
2018-05-13 16:10:15.923096,EventFoo,BallroomA,Positive
2018-05-13 16:10:18.923098,EventFoo,BallroomA,Neutral
2018-05-13 16:10:21.923099,EventFoo,BallroomA,Positive
2018-05-13 16:10:24.923102,EventFoo,BallroomA,Neutral
2018-05-13 16:10:27.923105,EventFoo,BallroomA,Negative
2018-05-13 16:10:30.923107,EventFoo,BallroomA,Neutral
2018-05-13 16:10:33.923270,EventFoo,BallroomA,Positive
2018-05-13 16:10:36.926537,EventFoo,BallroomA,Neutral
2018-05-13 16:10:39.926538,EventFoo,BallroomA,Neutral
2018-05-13 16:10:42.926539,EventFoo,BallroomA,Neutral
2018-05-13 16:10:45.926540,EventFoo,BallroomA,Positive
2018-05-13 16:10:48.932148,EventFoo,BallroomA,Positive
2018-05-13 16:10:51.932148,EventFoo,BallroomA,Neutral
2018-05-13 16:10:54.932197,EventFoo,BallroomA,Negative
2018-05-13 16:10:57.932201,EventFoo,BallroomA,Neutral
2018-05-13 16:11:00.932203,EventFoo,BallroomA,Negative
2018-05-13 16:11:03.932203,EventFoo,BallroomA,Positive
2018-05-13 16:11:06.932229,EventFoo,BallroomA,Neutral
2018-05-13 16:11:09.932231,EventFoo,BallroomA,Neutral
2018-05-13 16:11:12.932231,EventFoo,BallroomA,Positive
2018-05-13 16:11:15.932235,EventFoo,BallroomA,Positive
2018-05-13 16:11:18.932259,EventFoo,BallroomA,Neutral
2018-05-13 16:28:27.906539,EventFoo,BallroomA,Positive
2018-05-13 16:28:30.906541,EventFoo,BallroomA,Positive
2018-05-13 16:28:33.906542,EventFoo,BallroomA,Neutral
2018-05-13 16:28:36.906545,EventFoo,BallroomA,Negative
2018-05-13 16:28:39.906607,EventFoo,BallroomA,Negative
2018-05-13 16:28:42.906967,EventFoo,BallroomA,Positive
2018-05-13 16:28:45.907035,EventFoo,BallroomA,Negative
2018-05-13 16:28:48.907039,EventFoo,BallroomA,Positive
2018-05-13 16:28:51.907039,EventFoo,BallroomA,Positive
2018-05-13 16:28:54.907040,EventFoo,BallroomA,Positive
2018-05-13 16:28:57.907041,EventFoo,BallroomA,Positive
2018-05-13 16:29:00.907999,EventFoo,BallroomA,Neutral
2018-05-13 16:29:03.908001,EventFoo,BallroomA,Neutral
2018-05-13 16:29:06.908004,EventFoo,BallroomA,Positive
2018-05-13 16:29:09.908007,EventFoo,BallroomA,Positive
2018-05-13 16:29:12.908008,EventFoo,BallroomA,Negative
2018-05-13 16:29:15.908008,EventFoo,BallroomA,Positive
2018-05-13 16:29:18.908010,EventFoo,BallroomA,Positive
2018-05-13 16:29:21.908011,EventFoo,BallroomA,Neutral
2018-05-13 16:29:24.908011,EventFoo,BallroomA,Positive
2018-05-13 16:29:27.908012,EventFoo,BallroomA,Negative
2018-05-13 16:29:30.908489,EventFoo,BallroomA,Positive
2018-05-13 16:29:33.908491,EventFoo,BallroomA,Negative
2018-05-13 16:29:36.908508,EventFoo,BallroomA,Neutral
2018-05-13 16:29:39.908508,EventFoo,BallroomA,Negative
